PARCELFORCE_WORLDWIDE_EXPRESS_48_SATURDAY,0,100,100,"Parcelforce Worldwide: Express 48 Saturday"
PF_WORLD_ZONE_THREE_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_THREE_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_THREE_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
PF_WORLD_ZONE_FOUR_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_FOUR_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_FOUR_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
PF_WORLD_ZONE_FOUR_PARCELFORCE_EURO_PRIORITY_BUSINESS,0,100,100,"Parcelforce Worldwide: Euro Priority Business"
PF_WORLD_ZONE_FOUR_PARCELFORCE_EURO_PRIORITY_HOME,0,100,100,"Parcelforce Worldwide: Euro Priority Home"
PF_WORLD_ZONE_FIVE_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_FIVE_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_FIVE_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
PF_WORLD_ZONE_FIVE_PARCELFORCE_EURO_PRIORITY_BUSINESS,0,100,100,"Parcelforce Worldwide: Euro Priority Business"
PF_WORLD_ZONE_FIVE_PARCELFORCE_EURO_PRIORITY_HOME,0,100,100,"Parcelforce Worldwide: Euro Priority Home"
PF_WORLD_ZONE_SIX_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_SIX_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_SIX_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
PF_WORLD_ZONE_SIX_PARCELFORCE_EURO_PRIORITY_BUSINESS,0,100,100,"Parcelforce Worldwide: Euro Priority Business"
PF_WORLD_ZONE_SIX_PARCELFORCE_EURO_PRIORITY_HOME,0,100,100,"Parcelforce Worldwide: Euro Priority Home"
PF_WORLD_ZONE_SEVEN_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_SEVEN_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_SEVEN_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
PF_WORLD_ZONE_SEVEN_PARCELFORCE_EURO_PRIORITY_BUSINESS,0,100,100,"Parcelforce Worldwide: Euro Priority Business"
PF_WORLD_ZONE_SEVEN_PARCELFORCE_EURO_PRIORITY_HOME,0,100,100,"Parcelforce Worldwide: Euro Priority Home"
PF_WORLD_ZONE_EIGHT_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_EIGHT_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_EIGHT_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
PF_WORLD_ZONE_EIGHT_PARCELFORCE_EURO_PRIORITY_BUSINESS,0,100,100,"Parcelforce Worldwide: Euro Priority Business"
PF_WORLD_ZONE_EIGHT_PARCELFORCE_EURO_PRIORITY_HOME,0,100,100,"Parcelforce Worldwide: Euro Priority Home"
PF_WORLD_ZONE_NINE_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_NINE_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_NINE_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
PF_WORLD_ZONE_NINE_PARCELFORCE_EURO_PRIORITY_BUSINESS,0,100,100,"Parcelforce Worldwide: Euro Priority Business"
PF_WORLD_ZONE_NINE_PARCELFORCE_EURO_PRIORITY_HOME,0,100,100,"Parcelforce Worldwide: Euro Priority Home"
PF_WORLD_ZONE_TEN_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_TEN_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_TEN_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
PF_WORLD_ZONE_ELEVEN_PARCELFORCE_GLOBAL_ECONOMY,0,100,100,"Parcelforce Worldwide: Global Economy"
PF_WORLD_ZONE_ELEVEN_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_ELEVEN_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_ELEVEN_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
PF_WORLD_ZONE_TWELVE_PARCELFORCE_GLOBAL_ECONOMY,0,100,100,"Parcelforce Worldwide: Global Economy"
PF_WORLD_ZONE_TWELVE_PARCELFORCE_GLOBAL_VALUE,0,100,100,"Parcelforce Worldwide: Global Value"
PF_WORLD_ZONE_TWELVE_PARCELFORCE_GLOBAL_PRIORITY,0,100,100,"Parcelforce Worldwide: Global Priority"
PF_WORLD_ZONE_TWELVE_PARCELFORCE_GLOBAL_EXPRESS,0,100,100,"Parcelforce Worldwide: Global Express"
WORLD_ZONE_EU_PRINTED_PAPER_STANDARD,0,100,100,"International Standard Printed Papers",
WORLD_ZONE_EU_PRINTED_PAPER_TRACKED,0,100,100,"International Tracked Printed Papers",
WORLD_ZONE_EU_PRINTED_PAPER_SIGNED,0,100,100,"International Signed Printed Papers",
WORLD_ZONE_EU_PRINTED_PAPER_TRACKED_AND_SIGNED,0,100,100,"International Tracked & Signed Printed Papers"
WORLD_ZONE_ONE_PRINTED_PAPER_STANDARD,0,100,100,"International Standard Printed Papers"
WORLD_ZONE_ONE_PRINTED_PAPER_TRACKED,0,100,100,"International Tracked Printed Papers"
WORLD_ZONE_ONE_PRINTED_PAPER_SIGNED,0,100,100,"International Signed Printed Papers"
WORLD_ZONE_ONE_PRINTED_PAPER_TRACKED_AND_SIGNED,0,100,100,"International Tracked & Signed Printed Papers"
WORLD_ZONE_TWO_PRINTED_PAPER_STANDARD,0,100,100,"International Standard Printed Papers"
WORLD_ZONE_TWO_PRINTED_PAPER_TRACKED,0,100,100,"International Tracked Printed Papers"
WORLD_ZONE_TWO_PRINTED_PAPER_SIGNED,0,100,100,"International Signed Printed Papers"
WORLD_ZONE_TWO_PRINTED_PAPER_TRACKED_AND_SIGNED,0,100,100,"International Tracked & Signed Printed Papers"
WORLD_ZONE_THREE_PRINTED_PAPER_STANDARD,0,100,100,"International Standard Printed Papers"
WORLD_ZONE_THREE_PRINTED_PAPER_TRACKED,0,100,100,"International Tracked Printed Papers"
WORLD_ZONE_THREE_PRINTED_PAPER_SIGNED,0,100,100,"International Signed Printed Papers"
WORLD_ZONE_THREE_PRINTED_PAPER_TRACKED_AND_SIGNED,0,100,100,"International Tracked & Signed Printed Papers"
WORLD_ZONE_NON_EU_PRINTED_PAPER_TRACKED,0,100,100,"International Tracked Printed Papers"
